word,meaning,last_time,interval
settle,を解決する；（に）移り住む；を落ち着かせる,1785785152.3938856,8
mood,気分；機嫌；雰囲気,1785785155.4309387,8
destiny,運命,1785785182.2957265,8
moisture,水分；湿気,1785785212.0480566,8
skeptical,（～に）懐疑的な（of ⇒ about）,1785785222.330452,8
accommodate,を収容する；を（～に）適応させる（to）,1785928723.0057716,2
cling,しがみつく；くっつく,1785928727.471013,2
stick,を動けなくする；を突き刺す；（～に）くっつく（to / on）,1785784272.6890063,16
tide,潮（の干満）；動向,1785785577.0580645,4
impose,を課す；を押しつける,1785785261.3219836,8
intend,を意図する,1785928730.7687988,2
worthwhile,価値がある；立派な,1785784275.8362215,16
acquaintance,知人；面識；知識,1785785265.2809827,8
distress,苦悩；苦痛；困窮,1785784280.0445018,16
loyal,（～に）忠実な（to）；誠実な,1785782367.679091,32
celebrate,を祝う；を挙行する,1785785269.0700278,8
trait,特性（≒ feature）,1785782372.3764358,32
masculine,男らしい（⇔ feminine ⇒ 1588）,1785785275.0025108,8
neglect,をおろそかにする，怠る；を無視する,1785785283.089056,8
premise,前提；〔～s〕（建物を含めた）構内、敷地,1785928735.3039749,1
innate,生まれながらの；固有の,1785785296.7655725,8
adopt,を採用する；（態度など）をとる；を養子にする,1785785299.9657378,8
designate,を指定する；を任命する,1785786184.9953022,2
adequate,十分な；適切な（⇔ inadequate 不適切な）,1785784305.7139356,16
diligent,勤勉な；入念な,1785782380.034846,32
priest,聖職者,1785785305.246833,8
grocery,〔～ies〕食料雑貨；食料雑貨店,1785784433.7823424,16
remark,と述べる；（～について）意見を述べる（on / upon）,1785785311.9738758,8
occasion,場合，時；行事；機会,1785785324.629791,8
organize,を準備する；を組織する,1785782391.7506464,32
superficial,表面的な,1785785340.2741077,8
steer,（を）操縦する；を（～へ）向ける（to）,1785785581.0648894,4
presume,と思う；と推定する；を前提とする,1785928741.8698304,1
verse,韻文（⇔ prose 散文）；詩,1785786190.2289097,2
track,跡；軌道；【米】（鉄道の）番線；走路,1785785343.3358126,8
defend,を防御する；を弁護する,1785784437.63558,16
charge,料金；世話；管理；告発,1785785346.668761,8
proceed,進む，進行する；（～を）続行する（with）,1785785354.0149922,8
harvest,収穫（物）；収穫期；漁獲高,1785785357.8858654,8
approve,賛成する；を承認する,1785785365.1955059,8
chaos,混沌，大混乱,1785928745.924313,2
greed,強欲,1785829546.785828,8
inferior,より劣った（⇔superior よりすぐれた）,1785785376.081445,8
likely,ありそうな（⇔ unlikely ありそうもない）,1785785379.4552274,8
conscious,意識して，気づいて（≒ aware）,1785785382.7057385,8
sheer,純然たる，真の；すごい；（布が）薄地の,1785785388.462765,8
landmark,（ある場所の）目印；画期的な出来事,1785785392.131495,8
satisfy,を満足させる；（条件など）を満たす,1785785395.7279985,8
generate,を生み出す；（電気など）を発生させる,1785785399.8703008,8
relevant,関係がある；適切な,1785785407.2344024,8
consider,を見なす；について考える,1785784441.2865822,16
hygiene,衛生（状態）；健康法,1785928767.3188593,1
estate,（動産・不動産などの）財産；私有地,1785786195.4773371,2
flexible,融通の利く，柔軟な,1785785414.8377113,8
brief,簡潔な；短い,1785785419.4263382,8
calculate,を計算する；を予測する,1785928771.3310597,2
shallow,浅い（⇔deep 深い）；浅薄な,1785785590.718351,4
minimum,最小限度（⇔ maximum ⇒ 965）,1785785426.0768483,8
aware,気づいて，知って,1785829550.928258,8
extreme,極端な；極度の，過激な,1785829554.6303096,8
organ,器官，臓器；組織；（パイプ）オルガン,1785829559.1835418,8
stall,露店；エンスト；失速,1785829562.8198218,8
puzzle,を当惑させる,1785829567.5694664,8
upset,を動揺させる；をだめにする,1785829572.2334063,8
millennium,千年間，千年紀,1785785594.0982904,4
council,（地方）議会；評議会；（公の）会議,1785928779.559439,2
mixture,混合（物）,1785785602.5549245,4
owe,に借りがある；のおかげである,1785785605.7252316,4
manipulate,を（巧みに）操る；を改ざんする,1785928784.7329087,2
erosion,浸食；衰退,1785785431.89163,8
effect,影響，効果；結果,1785785623.613375,4
league,（競技）連盟；同盟,1785928788.6423225,2
console,を慰める,1785785636.7788382,4
store,を保存する；を蓄える,1785785435.5420384,8
refuge,避難（所）；保護,1785928793.4999576,1
hide,を隠す（≒ conceal ⇒ 1116）；隠れる,1785785649.1846747,4
pity,残念なこと；哀れみ,1785785655.402408,4
operate,を操作する；機能する；手術する,1785785659.241149,4
venture,危険を冒して進む；を思い切ってする,1785785663.173741,4
eliminate,を取り除く,1785785673.0541546,4
straightforward,単純な；率直な,1785785677.8595543,4
realize,に気づく；を実現する,1785785682.4574926,4
dialect,方言,1785785686.0762727,4
magnificent,壮大な；見事な,1785785692.2312982,4
admire,に（～のことで）敬服［感心］する（for）,1785785700.6810486,4
float,漂う，浮かぶ；を浮かべる,1785785704.5551848,4
anonymous,匿名の,1785785708.78813,4
supreme,最高の,1785786211.563252,2
express,を表す，述べる,1785786218.7513375,2
prestige,名声；〔形容詞的に〕名声のある,1785928798.8370478,2
content,内容，中身；コンテンツ,1785785711.6771364,4
freeze,凍る；を凍らせる；（計画・資金など）を凍結する,1785785714.6183848,4
barrier,（～に対する）障壁（against / to）；防壁,1785785437.9794216,8
combat,戦闘；対立,1785928802.6176727,2
allege,を主張する,1785785441.8270578,8
thirst,（のどの）渇き；（～に対する）渇望（for）,1785785717.3031092,4
plug,〔plug inで〕のプラグを電源に差し込む；を（～で）ふさぐ（with）,1785785720.6416862,4
timid,臆病な；内気な,1785928806.141678,2
weird,異様な（≒ bizarre），奇妙な,1785928809.49406,2
circumstance,〔通例～s〕状況，事情；境遇,1785786248.427221,2
dim,薄暗い；ぼんやりした,1785786261.7218404,2
thrust,を押しつける；を突き刺す；押し進む,1785928813.888994,2
stubborn,頑固な，強情な（≒ obstinate）；手に負えない,1785785740.3786101,4
globe,地球（≒ earth）；世界；球,1785785743.8822122,4
boost,を押し上げる；を増加させる,1785785749.6342914,4
aspect,（物事の）側面；観点；様相,1785785769.0269282,4
chat,"""雑談する, おしゃべりする""",1785785772.8260202,4
blame,を責める；の責任を負わせる,1785785777.5050862,4
conscience,良心；分別,1785786269.1922557,2
correct,正しい；適切な,1785786273.0231311,2
flush,を紅潮させる；を水で流す；紅潮する,1785786280.2746015,2
federal,連邦（政府）の,1785786287.6770725,2
ridiculous,ばかげた；法外な,1785928821.78594,2
comfort,快適さ；慰め,1785854652.3529642,1
